,ANN_TRT,ETA_NUM,ETB_EXE_FIN,REG_ETA,SOC_RAI,STA_ETA,VAL_ETA
3844,UxjrdfR,892625211,Gk,IIfgqIxffKHBCotZWfOrykiKttodkLOGZGg,cSvbrndhIdHfWWBrfnLwygfjxbaTkVxhGzgCaWEhTJNFaCmYnXXShsdL,S,gc
3845,JGvj,341409277,,dt,lnXNvkhssmcUH,EA,aBiUhmgP
3846,FwA,288360286,,tGSDuRvaBytXju,wbqXRoHPtDJZwZBVZdYhoIaVgHEqCTEzZHtSO,El,i
3847,dgTij,119821859,,UXhEnUkjJrzri,cVcqNNwGxUpusublRNyMDBEkvcaZNxNxlyvLbRnJVmtUjqOmZjHFpTAsW,typ,cqdnrWjeaJMflRHyRLuO
3848,,929241887,fZHqV,buQebxEoNwmYZXbHQAyYPHoPTRQhQCKvUZk,YPJFiHya,wUE,wEiqcdES
3849,QYa,715589593,zpGTKzhq,TrVgb,DzYHPNhFvmGvOuXoo,gc,QNyaFOWytVRSyrQqV
3850,ZlXBp,446650463,YJmLt,VJcgcNlvBaaENkBmWDyb,JMfcZlXInoukquhtFwTnuJPvPWgDZEP,,YOJAeBtpCeUWBYQ
3851,djkqOb,269247065,SuE,ggHPSiGIGpkKeLnxpD,sTKpDTWfVahlTfCrnTguVmUCDIeZBxcTNVMyrYzbQPutRCHfBDzJwjUmnDWBufAtRRsFKLVcAde,ap,F
3852,KV,373967413,SxAJDji,Fv,i,i,GlSssW
3853,mVJkIhw,349401824,xbKULI,AILuisnzIcPplaRSVgoWIxUBGmrDZexet,fDAwMYjzhEQAPbstwiAOqQKhKzPpDsjOlplbewOAXKZsGsAgmaoXBCKUNaTvZMAIHtavdcdc,Df,efqpFcxp
3854,J,143562860,MwHqds,bqafjqTp,HtOBmYKNWlUKBlCaNiURQcFiJn,,uHsWwIy
3855,JjPIuU,581960776,bvtXO,wRMWBiDCkkjKIpMkLacgZAlcVrLdfvymi,yidlGfTTYIwCacGYLfefLpgmLQZyzQdpFKiGmbXQIIafQbUranKzcQwCxtvpSu,Fe,NXHXazLX
3856,lNKFmH,712823372,dDfYeAYo,gebFjxPxDlJfYazoDISPusiLgsgnzQgNFekO,qasOcWLNVhfufMPXlrpCRIGtmHAhDxCTfJBYJcMlrGLSqFnOVjHQtV,Kbc,hAIDCPTOQczRr
3857,,394189992,CZgntpJj,DZfMgWAFp,XcbsyYYNEfCuOZcdzrplKXUxNmwKCAgZIYSdeKDKLBrCUwtwLKMhYJ,X,VrLszEdph
3858,zZEm,816855129,k,cNWotrulhzHCjJhHKPzHZcMOwJO,ejcvpOoJyuXykdZAaqtbDaKFiHWcULvSnDfiRVwELxrHklFBtmPflIyhkqgj,OcN,Kw
3859,EQn,977411460,oJgT,rwWDz,eMHNQYoZZouQKTmMwZtOFeKjmyoXlpPsgmHnOa,NQ,VJQlqzFe
3860,JECk,379181212,oZLfVuY,HoNayDdrhOwdQ,DetPNLVMMYtqMVTtpRNTumZnatSofnFpUSIgzrvWuHHsOAdQlVXRUkQlNu,B,aTpOBuDsaFlM
3861,Qirs,507918994,g,UZVECppiuqJzBZbQrPconfBSJdZWz,bOyroqbRwNzyeSFIZVjlymXAwTkrwsmIOFBwfuEyxvsECWseiypwAbGteISUzscjbnVtSvAf,QnM,kPiQl
3862,gSObrn,738846614,yaaNx,RQHKyvD,ZGbeXQSELMCuunthydtLKLOQvETXLDgaLOcnyXXMfzuswMbhoxdLxcvhYbsRmKQkNrSG,src,GwaYURGWs
3863,,659287596,,nbgCMNABHPKMBPpZ,cETliHumcmPHJylSxskJojtXAxPXhQvLsXfzMEwJCxQfYuoTbTTpEWT,,NdEZXQGcnKNEC
3864,Vf,758130179,CFeESL,ReTMYbVpMZIuMUytPqgudhJ,HwXMkrMVAouoMuQAbklyWqDdpPYcHQjOpmpTPRweDJcmFjcZubMDIavOgyefXPgpSFCYKiIvRVLMJl,oC,YRgQrHqAHomhL
3865,,474865874,,CJqClPeeBV,pfNiqrWRqITbocYzBoGYnoLzeSW,mPu,tMWGADrgwnQWiN
3866,XBGZhV,199470263,PDtu,RvVMBFIzAtcILJbeBUCrywQDfNXNTW,qULwykVqxdXGYxwJhrqaBSFEwuOBVnAZVGAndnryZIgtKTDzHEH,b,pFqXBiJLgmnZ
3867,eeTPJUG,677176319,uJusqHW,HeujHBhdgpWGtWYj,kMcKIaIXc,mXv,mFmTNqQ
3868,,679487521,m,nD,AF,Hw,dhmlcfkTUjXHQZJX
3869,LK,372136221,ZFR,vcAVvqeusdJlKTDmICOxGgkowNRPzGVWw,RKSFlOIcdkPCfJAyCYLbDzkQdjSb,,ObzKqeztwjVXxhGStwXz
3870,Tg,574151022,YfPQ,mtpQdvCXYEPRADwVSMdIxTUmFgWZDzOnXXvc,hUDjSdTNjfjxmdWDIMPqnTsNMVYSuTWTJLsSGCTFXzeyPawpHDwarmiixh,vD,hrxjvoVJbRlhIREpvPh
3871,OIS,633736144,ToyL,ByUgfMfUbvUnRcLImkhXTiUXPQk,iNrHNeMQbfQVtdaRyUCQQMsELYZdlhVSUMEkgHLeHVbCKnDtrfBRffYECxzJyQPDfkHU,rGr,bUFvMVUYSmoCLZCWJje
3872,Ttv,275041728,XkfVzd,GoGWCkdbsDwhcgQcZvNOJbWph,hLGyIgqvsPWjPVQsIYVaVsFXmZNthkBqvQUgsILMqadFQHKncPjbZysUYXOIIUcPZfaS,,
3873,qwNaKM,939439477,bfDeZpe,qciSiGnhWpHRPSCodPBdnIqLSWqsz,CXoZVrLrPQkVsRAkLvIMjnKIVKOyjCLvMwxwQZppKhZtZCrxWzfVAxYBacZF,qPO,
3874,,867140363,seDJ,zznwUlitEedt,BKxnBebzXxL,Q,VxeeidHzCPPaXDeoMIJC
3875,,721110667,rUFSOKO,ybffpp,uubdlFYhArGhobYxyHQJUxMUPGPkY,L,vhANkXOJKUg
3876,iAQtYY,262028255,xtV,T,hOuNvMrgQJruCWgpKurKlcDnyVxbGxxuMfjoLlgNBYUJYEZgAOXy,P,NxICXFO
3877,,648358768,MUv,iRgJpCAeWTbbaAgNLMmFSDKkWCjfWTqntGPbpHqI,cZTRBmfKi,j,pdFiqSbijc
3878,rM,574741443,fTlp,sThIyicxjKdiCzeJMierqwtzKMlFZ,NVFlYvndRge,,kLhQpCjCwj
3879,iKroXsl,513689780,Zkq,FnLNBaXUUEyPTrdNiZovBhuD,ACJiBZEQCfRxIqUOzGODUjjmydaAcBNhexyQFgmFWkfJvYcKNPAZZQWVNEetTqjfGzsaZJy,nS,XMfbaievGWftdCbp
3880,Hlj,928797671,cLnsuZ,zxmMGrWidKZl,zdNCPzoWXThGCFRIEcXUrsAXyPegfjfOPCwkoyPdYIzzqYvFmfecfrvUPbnlBHqvbW,ZcG,c
3881,FLLI,965007925,XvyKmgJ,LkWDeGgfueksNfi,WXIDYSuNFymeEotPAmEWsyllm,g,Q
3882,sYDBFBx,414277889,,euRVdGEGScPpRFiSkra,RvvToKjDQyEb,JYy,USt
3883,wUO,451837687,l,MMQTsBWgBWlnaceukGnwtQhjYCcUpAiANQTiIb,JsgaRFFupKYTLXCIfAdfsYNAVIcnwqRYJDObSxbksjtjbHLviaLPWgIxMOQOJgFjXuZdwBJtMnuURkLN,ZeB,YUTntTNcNTfxkbx
3884,Uq,800868121,,XUDaMzhlnvQXpMpGrrLGdIglPFJBRJsxLSGYpn,YEDLMrxZYeeYxJLCzyjgX,,vsTYLWrBI
3885,NPzsd,790547895,xKqm,IDoMpblbkBOC,NXIWJqJtmMdTTXghqEphnGrEZHHNIsYVQFPbQQLkKfEkiLUh,p,nJoNH
3886,,970223113,wFGjl,gJoa,hpfxmkRjnhkEqAqjMUNdBsiBotkSYCbTfKGivxbsHDvKDEXrYoetocSIBvrvKYLiqynzsoPWAibIA,XY,BxMYfrxgDruqXribVCeS
3887,bizY,291861950,owImcdCg,JwzAfl,uTiVNBaPnfJuoJQJsSkLqmWDDFJgyWMKyTLlSjODaTThSRDAkSZiHGdIEOtPDtpiJTQsdaHJQfUojKmB,b,ienfP
3888,UmIyJ,330012170,XvMYDE,jxWcteByICEScMhRCAERx,uBgMxWcGPBYuvpQZSgmeoCnFxeVRTZjXLWbcnLQmjJEMLYoIqyuh,,CVILKfpjK
3889,vOeEgS,600828902,XZhoH,V,eMsuwuXbLOMdIDcnpJvQEXeejawrDOeKcrIrvpcHhQZZJAQGsffQyedvfuJMaDSSoUoBOJLbUjcRW,oqs,AeiGBEnCe
3890,EN,100911225,vfaFx,YfRTPfOuADcoVenEMYFICXkvvtjyoire,zWXXaRcfyVBWg,u,OsgHncLAxM
3891,WJvk,427779721,hdI,iNMhHPTsBnDbHnVLOKahBVAIVXUeHyKBcOf,yihdaZxIPJBkcDnvWrLdHPftKrQvaUKeABJHvTonsYPqRvVcmkZDwVVSXlFBvOLLbsfmacuekjJ,xHb,dkoGurPGqRwadCmq
3892,C,116441636,,cFOUfYP,DUuJhBdoNUrWEoqxmFocNcSTeRCJnhmxgcRQKUDuqOSvc,SOT,BHtWWjCvHrsaacskV
3893,qfTgxJN,690556158,c,hefcAQweRdqVIacCdbqzIjaSoh,gztUauc,hW,nPCTqEnfguFQbCu
3894,IQMJO,210248945,XgBpKX,nskUUYpSwwGbZWYfAGppMWAcFsXPGgli,AgPNvUZfRyWFLrINlnuVjLkmMrhxdSLalPWrjsSRgOIFcJ,r,DiYre
3895,SI,812515681,kO,YOcKjgVkquGiGzElJdGKilQIwtK,ZHAKVXTMXaVGjByCaufMMImquBczAlUwuJrnDmKydd,uvj,iOWnkUyU
3896,ik,251284673,PQwi,qCcTeNzcMpsWiIWpEGdyDmtfwrYtiqjms,rspiVzAGITbdsZUM,,EYVcYsLlUe
3897,SIV,869046023,tm,oSjGycUnEcLixABIUGtIhwQDnopEVLyclX,uTIxPqFwglWgUYeWRdIFWjXqzpBfbBetDSVCxcLeehncu,,asUWopfVUCrAF
3898,VPpgXln,247983565,nJ,jfMhcHfY,yShsHAGNikveUgixDnlPNnAQfWHssRjpWMXJOIwUhIJnKCf,s,xQicrD
3899,oyXGD,121462569,InI,wBjC,iAuryJfmyn,F,V
3900,jmXl,740408928,N,y,zJlmhELilUArYzAmXZoVMv,Chq,jJYOhvFOdoYBYUSOUXz
3901,nALx,649301291,FoQDstD,bMRaoELeYfNqjVWUYfANwIrwrNpAEbryVo,qhlohwUhDHJslithdPqOcPwdzSDOzVULyuqpOCepELFIIPVDz,Ajl,azuBygSROswrnJMB
3902,Teg,349779684,inQ,FQtHcRFLcULUvA,PBmsalTgrUyUmzNOIPwWJZbPOOfylVudnfRfvNlYAaSKPihSKHJBndZZWitouEKZMfTUkq,,WAvfNzKHLSieWc
3903,deppPBz,974681648,KBDtDdcj,PIJ,YkCDhAXPYjkvmeOKlYYTVmUwJhwipoFPZGMuuowNn,,GhHJhcRgK
3904,,930872729,gv,tJQlJFw,QQWmPGyz,lG,NmrcgELOsAAYmC
3905,wIA,923807598,JoMHr,NZMnRcKJojafSmhbnSFxjQDtNeEYaNKvDz,GBsXZIFUBuRDpOdvuUkHhcSUgrmSClSqDIuMMQAQltGzVWaGEOVIbHviYhBsWyGGGX,LkU,JlIcknjUKZnE
3906,nh,879081975,ZExcbct,RqYeZJNyYwAIYZAYhuaDTPKtlAxKyOPqS,svpCKfoQbLAeWIVvcmhmhcjnEqCwTthLPGilmqYBuTozonJxSyCYtL,,wTdPMnBWovXFHQCQwXsK
3907,J,609718880,,cpASOeWLInyjqLRqQmWWMQaoZf,bCMqWijDRWlcVwFHKYXjCtjSwonvHmsKtvLhmILYzddgpvAAeepTRgbwFaXZkxUZKXbDazCSCmNFXI,,jODCKLalMIrYdUwiV
3908,oNmFiLo,507337170,XISUyDEv,nZZjQttflziYCZZOTwatkxnptHaUbTqA,uJSLQjDQdxllXqfeVmILZfFJZlQdPLyqxchZJMDBOcIDUnzwIKTgdSLIFfEbVKduvGnAQTHhTIism,,sJXlSfwitPZ
3909,,879249424,mIuGZK,igTxEFpouFGqpDfIuGgIFyzbKsafZadi,opWmvPXUDzSeTStQhvsEoTKGyIltzZDEPuZaqLMCgAvRChlZlUVshXVB,NLf,v
3910,SiHOiC,775994174,n,BrBlAnuCxbZsvBSOGjKfJeaTZyBKVULG,TVNoETTkBRxmtlYaUOeCPakSWUlffdqfqsGa,N,hwoW
3911,eKaX,614366057,zdtx,SSbEWsSReQIgIaPC,jxLCwQYfbPuDB,rYB,gJwaqGGYaiLqYoHdbBMn
3912,iacBGm,486336009,Z,HSptwAdSJEDtv,UFHhcVCwAADTaAbIepQfZgvKPkgXt,,COFwdMjggYxWm
3913,kk,886264503,pzFqRC,pVQnlytfjlM,jMsnViPkwfCWynubRkvUhmunfYBSgicHuCSTgTbKJDOmYohMa,U,vcFNqbLAaRuNiBrgWSkJ
3914,q,229917795,y,hnjtPaBpgCozwwirGuFqRsVaKkLwHIaScKWY,TcJIQTAbgWcRdXeeZ,CL,GlacAmUxCQto
3915,tR,412616563,HkrZf,hnuqkuqBwOcGVcoMbLxQkacjkSACZgeZgFRg,yyfrTQWZNXXkJpqHBZomPzkHTeXgzykX,z,Irmtm
3916,byK,993881687,Oh,ujYcIGpkuwBRmpCvTSNzjo,hGlzHQgISpqMOsQEfJfiYWQsCUWSCCGTMpobBRkTGngFtcGihfeMTdYTnc,x,yQrPNshKjwL
3917,Jg,317072860,ZDvY,xBKmUNHQPRJJynqcWmwSzgQcO,qGaVvBRTRKnDdMTOmwCQghNLexfKuOTJuwDcSJnMvZJGqyzneCqcTtQOJUyFYVQSWZxsfBRLLQDda,Rbf,DuPHBHkUNqyRLdWurAf
3918,hDB,666536395,yy,OhCJDkATdDkUoDHdyQPeFoLGWXFQObFZtQUuGU,DOuVjuZrNuJteuPGEYqdJMKKCYONFZvCdZBIPjSJ,,AmTQhjFRHVOjVoHUaf
3919,vr,522941997,,mxQ,EVVvSudGDwoGeuevvfgUCQmLtknLJkTEvVcwiLgYBLpfjKxzqvcmDYVmWnAYUswYCP,e,XMzqEBwWAOxrNXKD
3920,d,167124896,DiSrpX,SDndYCpPs,MbLRa,Mn,UtQx
3921,AG,306562503,zXlzCHj,YJPpKPfZ,YIwPsc,,puR
3922,,122266497,ewRmbiha,QHqzvJNJkKaFsWhEUhdIxn,v,zQ,CfJ
3923,M,541727686,KwNgie,eIkCVGtisalhEy,ONarAmIhJJpYYZJkOPcyOvmZxyqZFAycervHArjRAePdumzbwlYFomptLYbaNARKhI,,fdoUhLHVEyXzghMkh
3924,ixCLTXX,319763810,mQpfB,sGLuamSnQXOHMiVvMoZW,UyaTbvTVIgfOMipXVShkSbRpsoNLhpNNmHiJHVatwbxqRAmgxZcnYFrH,,rwIuTAMDHF
3925,d,470553165,QqF,qGLAEIVVmdFQcxgTlslpOjEuRigxCFGtoDi,gUyvNwTIjQktXkidTOtaSIWLUgZcegsXH,fgn,gpEDoKnKBmwdiADrG
3926,i,226614938,EQBjF,qCpErZsSIJLKixWGGnFMcOIn,PDgwXWsHxlliAZRRyDuRsNFTgAQAXcuW,L,BRjUEQi
3927,ztiS,447195409,v,iTkXjCYZQIoSHdOUnZF,OtWtyZuTCNwLJskFfifqRPEGVTPWoiDcqpwsOQgwvuBtkhQrCI,hpQ,nhgsYgFuHLqUotPzK
3928,DMLuKaO,785051542,,,IOXZGCkmZMeAWwBcEdxPFnjHpFmHRDIYBvcTcBfEzLMZeJmNGPsxaKNNewXReJLxsKjrTNfq,p,CJHNKaHqtSOQoUsK
3929,w,184285204,XGZw,VzSNbCfXZXYgGxqPV,BbqEjWOIiQDfKDXLsBcuTdHRRSbLzWFKyrPIs,,tHwLiCev
3930,XmIOsW,687060538,LHjBBOPT,yBfHBTizCrWFtxSVDfRd,HNehLNxFoLxnjVnVYOZxYoBRKDpXLwpDKhDVWfxDnTEgEyRepOHcedhlPSriHlPKiKZun,kc,iAKtaxd
3931,DQTvbBy,175666060,DL,picBkaaUfzhsGSVXLuJyreBzUeFfYoPUimL,MHzhXaQAMvLVcaxDhcwJnGFpFNlBgKWyzlJkUbhrgcnUqJNuQPFwy,DPG,lcuZA
3932,i,794822149,iCz,wwlqQdyYKglU,FvFlAJPRNTtVlxmjUlMKfdQSnRZDJFlLhZLvzzCAKcaWMYTvYtwImLTzKGqUVzclLMBO,hpj,dQXsFGNEjbydoWl
3933,Iuf,657296659,TEjrU,QdDEEXfdSDVb,XocRMXBGJgqZJhefsTZCHXoZZdeyexJdDMLjTqCmUCXrFyrvzSWPNDJUoRJ,i,niyMv
3934,QPH,748318277,UecWHjQ,LYOfcAkyCBEDAkzkKguVRYallyqPyC,hENKwfZkVoTaqzlDhebkYEfOZuihQVi,G,ZlHMJUHgUGHydpu
3935,E,429986919,JAZlAQy,rsXDmr,sfNWZwRGAKQBlrblMZBBWcZLIGzikVQRJLNFioxTmsDxqmLsZNmGvxObBaltFMLuEODu,j,XUY
3936,u,894475954,SAA,UIYqExlUfTgWNdJUYndNsicywODMRWslcmYBVBSJ,GeU,j,isbDlJsuYDpkK
3937,,769854935,JNSL,ggT,uiLBPQWFKqXNilIzKZYzjeIISIAypoHHDWAmfrMjvoKmRtkizRQcdUIgDKmIjiplZchvyURwumTXImn,,gGSmTKPmrNqSRIAd
3938,kVgZYAm,261109980,ujj,JLvRvYpnaFQdLzEONMGPKrcwwSlpyclCfeZSnn,gUKEkPlQuvZZlknesYuHjzTQAKBRyLBXeDqvfbDWKiFJetjZpljBoiRkYphxBQmry,Zc,
3939,WzlfkiS,386345865,tZi,pmZpmvPKmI,EliUazQPeKsZEwJepQwgEgipuwkRvjwgcijOGFANcGnCqsgnbHYy,Z,MSRi
3940,xxmm,117873698,yW,LKVagRhWWfZZbgr,dWAVSthnpRlcf,O,qpl
3941,i,547554347,XnyqyIH,k,fFCXhZriRbNKxGQEIBfiUIeSFsdtvQmEkmNaEfvKlnHEFvFpokCeyaxi,W,SBdICcoInGRZOe
3942,EpKIWFT,412757027,CfRkv,JONLfJdcNUbOtWJfIgEi,tehANlMegLvEQmNIIvgSUcvLIJToLcpon,L,eJVzQrWogfo
3943,HZBsw,190591316,VIw,OmXoHtCcPJfAHBoEcftCFKCQaErcdnRHHAKoQm,ERVmzxDbevIAhSmfhpL,,R
3944,o,742732996,rGIIysY,JLsvDX,DCeYKaF,,ed
3945,DiLWjaF,443267944,sqvzL,qEYJEFwTqUUecIUxSbksMUi,hQjcbUFsdxistMKLRLObtGSsodHZwXbvETOZEOStZowxuzaCNqDcpYKfdkQkvFPKuygQqWHqRlMtIpEi,z,wQ
3946,,420016343,,LSyUTTEQgH,gpizVOUhRNazshRZuLEoyjaUTSGhcfNAUdnRpofvfIuHttGrozHhXyEIZCTG,YmM,cYtTkEpzI
3947,K,767596349,j,xITRtTSdkmnq,trCxyTCWOJGgssNiPaoebhDCHsDTYHIBNXhRpZIRgLlnHjjPExMUtOzuamziVyJjupAiU,n,BuaVYDOZuyz
3948,NrX,793271093,hFSg,XqyLWZiqAKoDncFercvZRXgdcdH,BVMYfLGgYvlzDzKGWnpAEyuDJjkgkyCuIfDKduPuMIpqoxYSklGkMDRnMuMmDgnUb,,kMXtr
3949,,274062560,g,UmoNSfMotjFC,guMXtVUfkzWJRFceIvaqTddjpedLbNNNdJErVLbyRuui,UIr,dNbKxUWvfyDbFzAi
3950,zu,683916933,YONPN,xBynobqUgeCoc,DFhHTdLuRQqodYnFMtAsFnLOGNhqOoDsQtRfuAUbtTiTjkmxXDSRwulpzIZVxU,J,GQui
3951,,934961514,tOxJD,LzUAmWdtKmIkLvzfKqktxUaLWfr,FdxLhgBlzFFPkcJdqKtMDJlJCOYszWIcQbZYcQrEVPCnFnApVtSKTRJvQvZJIpfjMJeQouPMRiQn,urB,cjMgu
3952,,384427044,Y,ksVZdORALcNdBWshXqfLTSoLmT,zDOhFNMMmrAvZsrfQnIveZOSUbLKbhVBHdPrcJftkoBXqKG,W,QkXcuxmilCXNVAdjH
3953,WsT,733388509,UIgTfcDA,uXKAAbdZGjYjObSsTqxxSZyNgL,ZndwlFOCKDauHdjYew,,Fsi
3954,ZY,167137443,GoDUV,ShfAkPtGTZUwxHSmATGveLma,pEEMUdKkrtNVsrpkQyeKRHBCzDhjwULYWelFHHrKpjkOTUdXoYgrTLxWtkxzOFLGyWbNhi,J,mMGXAZrhVksRESI
3955,viFEGQx,399686686,wMsvtNj,MqAElxsbhAHAxzvPDvFQweGNPFgwYDNvfh,xvYEEywvjQXBRfXaAuydqUnIubK,,UgnKflokncwY
3956,mLFGxF,672299974,KpeOElj,laolaLlnXTvtKTFq,oPVZLUlrOtSfLqnCzHVHGYFqzpxXiQMwaYFG,b,BraxAVSrLZtfbYH
3957,oeIHBcz,602844135,uMHy,cdRsnuF,UdCBVphVNyEOwmk,Ked,TyGgQCG
3958,DhWbXo,488753430,,XZSidAtWRs,vOaGfQSEpvjLqkxrCZcygTmmEKZFLLPEaBdXbgiLXqIuOy,b,vngGDSH
3959,GQ,420433944,fbuHtx,FzOqLNJL,OEPTILyzueNpWKCNm,Jj,QrhtfsUXyAlolEZlMdr
3960,m,489028257,PbOG,WAcYrQyAsaDoPvQPXEXnhJjNxsPlKLlLMIHZP,kIvRoERxBwJVLYJgjGqUnWdzJyrxoyTjmvKtMqhmIYUFFooijxzum,Mg,uqX
3961,VrTDl,353331945,YpOQ,PLQ,chwqFetkgvcLRDiPAIWqgubBrDftxDKNjrmFfQzNwjHVrhzKTRGjvYBxawjOFZymi,LWJ,VX
3962,,155405028,HPtDeVki,qxxPcjg,nCbKtvySPgOyIjYmTLjALHKw,dJr,lSzxZkg
3963,awxbJ,201796957,Xgp,GLOAWuFJhW,,AD,feZxIJfP
3964,yoEd,963114908,zHLpco,nSBvgDWTCaUpIycsAW,wTHBUValkXPhZSwKhEQ,G,OyJcMYAYSBVTXLD
3965,DokZZo,372477803,iH,dITXRbnWeOLzEJihQKWrnQumMKrtCesnuWuiOr,hCSjBgovUrGmFmhrgYwYSfRlMXOdKWRhXJAzecXkeqxxvKREpMSBWnKnSTPaUUssVXMsxO,X,ngGfAqcTdoFLs
3966,PiEdVi,819567273,tEWtYzy,sEkvgqXiIIiILGuhKvFyXlin,KitCsMJlgqHfEhXikvzfiXAoaBPXfmNRzReRboBCioeokXoJrh,P,fuPK
3967,Mv,358370792,,ZybqQkDBGOVXuhGVuUXknCtuyboSG,ACEDPEOhJwaMzsWGxloLZHaxqmAxoORalTrfxDRHtdS,,jdbCJWVnuQBRjr
3968,TyTMwt,234914556,jhM,uejbJBDUPDdx,NlibPLmQMEKWPXhbvXAcgodVqWek,,yIwdvUDGjfapunCE
3969,UtvIaO,628067543,ekJmy,rpnuJEcngzjwaytQxJQjNFomFJOxQ,OywvCiOnwUbcYW,xE,aKiMKwoCmDeUAGZggW
3970,N,487477398,w,SfsHLsQBcptXGjCFZJmMeSBMNoDDHMUs,hJSndzZYBBEkouUwHXYzJKEIdNRIjqWzaGNVKajyfYBMqnDgydJrWaMmBvkrK,p,kagozLTOYEE
3971,QyeJwdt,782016867,SkfRyh,WTUvGGcTseDJvjJgetFBqwNpYSMhxSOFGRIAlgvw,kYxjxOTgxStMnECwTaZaOzhktNzBSHekLJFbptZqcIkmytXHSgHpdiEzAUoelnvaySuZRH,cZO,LOhXzrxbdInjfPKlYt
3972,IAcfyAh,701600497,hUGWsH,EcmQasWviPTULsGsexlxhSyRKfslmqspWPZvTF,XFjXzE,g,NoBgkyUg
3973,W,874500129,,SC,kmDvsVNcVkXbTwMAYYVzu,c,zQmIxIjAnFXTZId
3974,vtZn,758060734,QLcbl,hYhVA,WysJsht,eaE,VLcaAJCGJYugt
3975,ick,824943408,,U,ZqSgeOJzAlSfdYThseJzjcpjKZxmaJlPiTKqnFEqscszGrXfOnblo,i,arsGTlRLoHmxi
3976,xT,484454697,eCaMWuu,TQGgd,aVjdYCyyCzPlpWUqMIbxrBkACqQeInAzhaReOOKEEaWgEjlwprzuorilhBSBpNpqwiLvsZYAalOyl,awm,fqnYAiA
3977,,281034193,GHKHzxbW,vqDpzHAKSCivWkqjez,fDHReiaXxMitJqKBwvZjnxbZRGkPitGYPChHuqnviBrLqSVVschVGmm,iFc,kZDmiQ
3978,IFXk,700606171,VEZD,Vxjm,cXpbKMfgMcnKAOJMtHfLoRbTmBSMVOPnWCoYVzfixtKrLRmscAptXlvZHFoBBwWHjlWqokL,,sRXfyiBERJNqvGswBHXq
3979,,218820711,glvpduJk,NAqafQsTnQXSnVoiXGQYJvJwMcCsdQdpN,ZTcdwoezQZh,T,djwnsY
3980,VCJr,752181237,sh,gLePmhCJeLOFXnTbcbqrtHLj,GfssGNoEzkfEdzSpQDfQrJXvFHE,ZKI,EqSr
3981,VSA,456171217,,ZwCGmXdycH,bWXgKbZoSSZeeUecdIjCqGAtQzICJyuUWjlQpXAgLdGuGQvjZBIeCdhKHEMJCQKIrthCZgqejeAVlR,bWO,nqlOonzsjOEcKEBCf
3982,iGUO,598411499,lIubq,QAXnuiBpy,XNWdYIZNJQZwkjQlnLpXYYfB,i,GKKofDnSDbYG
3983,QkLs,658029990,FfPr,UPrUUWcrsrdzfnDnXOEUgHoBoPNOMpEzoogyJV,ZwUBdpTCHXJRw,Eh,AgYBpfTa
3984,mBEf,875817846,zsSCHf,HOPTi,t,,TVCDa
3985,U,886933394,PHMJCL,lKWqRaNX,qaxvOSvCwJRmCpYMLLHCGnr,HWc,jsOtNsxsVUb
3986,,717562666,SYwm,EkMMCoCTAfbDCDQBeuWDhbn,LcJyhTPrTuuBkRnLkUvnQFAvnnLciwdXPR,xU,Z
3987,,550263313,GWW,SRfHdPxafIgXdd,HqaJqvplIBJeWkJMxFCvHpha,,sHTEtBxSdr
3988,sTdr,857417280,X,KpTjkSDJDYtOwIYdX,PegvQOyOxSNvhXq,OQN,KJPFZDdXqaYTUh
3989,yoVnwdC,168474217,cbNB,lFlhlUkJxTjx,MYpzkGDihAbwrqYmCyrhzGyVuQzC,m,Gc
3990,TduBwXM,283379292,xs,NysNuUQkIokLdnIUGYDjFYjMMJaCoUEMwrOxvEfp,RDxwDCbPVprEaxTpRRRlsHYEzmw,Rls,BnXIgmSvBLrlPkWFMXv
3991,CGd,860662865,lyMTAr,YCLrjGIMaGXOXWLqltkWlJ,BUAKa,,aCULsXXFIaKRdGPtIHm
3992,GL,614594658,tidV,SaZYJltAnhVHGlIgefDFxNFaBjPXWfvqaD,kfAqzKERUJDFQeFGtUYPKKDczmkcUCiNJSbhgCrmTBcHGWASJbRWFTGQBVttOnnpMPFTmEpxDfGRvb,,EbsGhqQsUHdqyuNDWE
3993,N,392264467,VWQdU,m,eIBFLLOkTrjlLmNSpRoVaznFVtwZCpdzuM,sF,navOPqCcpbpLhFm
3994,,704556055,bOSfZuGT,iaqcCtODvSBVkgBmOnd,srLfdVfKjqmjKuLliFZuImNKNRUrXiKCNbReaKaJmcdwGbpVoRikdrhOqZibRGvBxgC,U,OavnOREpMq
3995,,994705851,qtRvbl,PLIVqfvVQRpnhziKVtEkRipZezIEyBoTd,uOcIJqnoDBvbVSlxYdxsazdcsmSGnZojqLerMKSytozBVyywlBMsdYHkchz,gX,MwLPTp
3996,dPhO,410536211,UpbS,OashMvsFPYZr,PFQUGygOwOCxpcOnzgNVmNIBZaTRpJMMlvBeXOcLRjymeaWId,q,QsdqDairihUFL
3997,z,152414487,xpySQC,unFdKMJOjIZojGveBBgapfdqFcqKdInuLqOVxESf,uKMYVPzWuGevLhmLsyBulmszYKSRXMBZk,C,daAwACiTNgIOsIt
3998,cw,672946563,RSDDl,kOqVweyspDrHmQMFBAMOIc,KsyedLduydgBUDhidzSZfWOm,z,HSqyUmx
